dataset,test_set,language_pair,metric,total_saved_annotations,mean_saved_annotations,num_valid_saving_pairs,num_retained_pair_metric_rows,num_original_pair_metric_rows,num_excluded_human_unreachable_pairs,ppsr,ppsr_num_pairs,num_retained_pairs,saving_rank,ppsr_rank
wmt24 cs-uk,wmt24,cs-uk,XLsimDA-src:seg,20.0,0.43478260869565216,46,46,55,9,0.010361543767637415,46,46,25.0,25.0
wmt24 cs-uk,wmt24,cs-uk,YiSi-1-refA:seg,543.0,11.804347826086957,46,46,55,9,0.07347843872214818,46,46,13.0,13.0
wmt24 cs-uk,wmt24,cs-uk,chrF-refA:seg,686.0,14.91304347826087,46,46,55,9,0.07986891969358424,46,46,11.0,11.0
wmt24 cs-uk,wmt24,cs-uk,chrfS-refA:seg,714.0,15.521739130434783,46,46,55,9,0.09369756189758179,46,46,9.0,9.0
wmt24 cs-uk,wmt24,cs-uk,damonmonli-refA:seg,563.0,12.23913043478261,46,46,55,9,0.07845596484332282,46,46,12.0,12.0
wmt24 cs-uk,wmt24,cs-uk,gemba_esa-src:seg,507.0,11.021739130434783,46,46,55,9,0.07030988445307203,46,46,14.0,14.0
wmt24 cs-uk,wmt24,cs-uk,metametrics_mt_mqm_hybrid_kendall-refA:seg,843.0,18.32608695652174,46,46,55,9,0.10591707590896011,46,46,5.0,8.0
wmt24 cs-uk,wmt24,cs-uk,metametrics_mt_mqm_kendall-refA:seg,861.0,18.717391304347824,46,46,55,9,0.1068101322788796,46,46,3.0,7.0
wmt24 cs-uk,wmt24,cs-uk,metametrics_mt_mqm_qe_kendall.seg.s-src:seg,81.0,1.7608695652173914,46,46,55,9,0.021403130309784774,46,46,24.0,23.0
wmt24 cs-uk,wmt24,cs-uk,monmonli-refA:seg,433.0,9.41304347826087,46,46,55,9,0.05643527219367369,46,46,16.0,16.0
wmt24 cs-uk,wmt24,cs-uk,spBLEU-refA:seg,404.0,8.782608695652174,46,46,55,9,0.054608345211547143,46,46,17.0,17.0
