dataset,test_set,language_pair,pair_index,system_a,system_b,metric,population_size_M,true_effect,human_threshold_L_h,human_threshold_status,human_lower_power,human_upper_power,metric_threshold_L_k,metric_threshold_status,metric_lower_power,metric_upper_power,annotations_saved,num_trials,alpha,target_power
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,BERTScore-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,127.0,brentq,0.204,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,BLEU-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,128.0,brentq,0.171,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,BLEURT-20-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,111.0,brentq,0.162,1.0,19.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,COMET-20-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,117.0,brentq,0.146,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,COMET-22-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,117.0,brentq,0.146,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,COMET-QE-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,126.0,brentq,0.165,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,COMETKiwi-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,125.0,brentq,0.146,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,Cross-QE-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,126.0,brentq,0.12,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,HWTSC-TLM-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,129.0,brentq,0.154,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,HWTSC-Teacher-Sim-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,129.0,brentq,0.185,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,KG-BERTScore-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,130.0,brentq,0.168,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MATESE-QE-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,130.0,brentq,0.112,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MATESE-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,130.0,brentq,0.099,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MEE-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,128.0,brentq,0.174,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MEE2-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,127.0,brentq,0.178,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MEE4-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,126.0,brentq,0.164,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MS-COMET-22-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,128.0,brentq,0.096,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,MS-COMET-QE-22-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,129.0,brentq,0.128,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,REUSE-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,130.0,brentq,0.16,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,SEScore-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,128.0,brentq,0.139,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,UniTE-ref-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,116.0,brentq,0.182,1.0,14.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,UniTE-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,112.0,brentq,0.185,1.0,18.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,UniTE-src-src:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,123.0,brentq,0.167,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,YiSi-1-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,127.0,brentq,0.188,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,chrF-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,125.0,brentq,0.182,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,f101spBLEU-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,128.0,brentq,0.168,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,f200spBLEU-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,127.0,brentq,0.171,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,metricx_xl_DA_2019-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,110.0,brentq,0.141,1.0,20.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,metricx_xl_MQM_2020-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,117.0,brentq,0.145,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,metricx_xxl_DA_2019-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,114.0,brentq,0.149,1.0,16.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,6,Online-W,Online-G,metricx_xxl_MQM_2020-refA:seg,1315,0.4357414448669201,130.0,brentq,0.058,1.0,115.0,brentq,0.153,1.0,15.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,BERTScore-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,252.0,brentq,0.186,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,BLEU-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,250.0,brentq,0.199,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,BLEURT-20-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,245.0,brentq,0.168,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,COMET-20-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,240.0,brentq,0.134,1.0,15.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,COMET-22-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,242.0,brentq,0.141,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,COMET-QE-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,251.0,brentq,0.196,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,COMETKiwi-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,248.0,brentq,0.149,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,Cross-QE-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,249.0,brentq,0.126,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,HWTSC-TLM-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,253.0,brentq,0.143,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,HWTSC-Teacher-Sim-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,246.0,brentq,0.188,1.0,9.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,KG-BERTScore-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,251.0,brentq,0.171,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MATESE-QE-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,254.0,brentq,0.157,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MATESE-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,249.0,brentq,0.123,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MEE-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,251.0,brentq,0.199,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MEE2-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,253.0,brentq,0.194,1.0,2.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MEE4-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,249.0,brentq,0.185,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MS-COMET-22-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,252.0,brentq,0.101,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,MS-COMET-QE-22-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,255.0,brentq,0.12,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,REUSE-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,251.0,brentq,0.172,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,SEScore-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,245.0,brentq,0.139,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,UniTE-ref-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,235.0,brentq,0.214,1.0,20.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,UniTE-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,237.0,brentq,0.224,1.0,18.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,UniTE-src-src:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,245.0,brentq,0.197,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,YiSi-1-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,245.0,brentq,0.206,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,chrF-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,246.0,brentq,0.199,1.0,9.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,f101spBLEU-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,250.0,brentq,0.196,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,f200spBLEU-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,251.0,brentq,0.202,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,metricx_xl_DA_2019-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,233.0,brentq,0.137,1.0,22.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,metricx_xl_MQM_2020-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,230.0,brentq,0.114,1.0,25.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,metricx_xxl_DA_2019-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,231.0,brentq,0.135,1.0,24.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,4,Online-W,bleurt_bestmbr,metricx_xxl_MQM_2020-refA:seg,1315,0.3222813688212927,255.0,brentq,0.055,1.0,241.0,brentq,0.12,1.0,14.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,BERTScore-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.185,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,BLEU-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.175,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,BLEURT-20-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,233.0,brentq,0.161,1.0,8.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,COMET-20-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,235.0,brentq,0.126,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,COMET-22-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,238.0,brentq,0.131,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,COMET-QE-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,242.0,brentq,0.196,1.0,-1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,COMETKiwi-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,242.0,brentq,0.13,1.0,-1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,Cross-QE-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.14,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,HWTSC-TLM-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.147,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,HWTSC-Teacher-Sim-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.184,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,KG-BERTScore-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.174,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MATESE-QE-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,246.0,brentq,0.142,1.0,-5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MATESE-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.125,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MEE-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.172,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MEE2-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.172,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MEE4-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.161,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MS-COMET-22-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,242.0,brentq,0.106,1.0,-1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,MS-COMET-QE-22-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.129,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,REUSE-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.154,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,SEScore-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,238.0,brentq,0.136,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,UniTE-ref-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,235.0,brentq,0.196,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,UniTE-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,235.0,brentq,0.178,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,UniTE-src-src:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.184,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,YiSi-1-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,237.0,brentq,0.166,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,chrF-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,238.0,brentq,0.18,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,f101spBLEU-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,241.0,brentq,0.166,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,f200spBLEU-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,240.0,brentq,0.171,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,metricx_xl_DA_2019-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,229.0,brentq,0.13,1.0,12.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,metricx_xl_MQM_2020-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,232.0,brentq,0.128,1.0,9.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,metricx_xxl_DA_2019-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,228.0,brentq,0.134,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,3,Online-W,comet_bestmbr,metricx_xxl_MQM_2020-refA:seg,1315,0.2933079847908745,241.0,brentq,0.053,1.0,236.0,brentq,0.125,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,BERTScore-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,295.0,brentq,0.16,1.0,19.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,BLEU-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,306.0,brentq,0.145,1.0,8.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,BLEURT-20-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,281.0,brentq,0.13,1.0,33.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,COMET-20-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,297.0,brentq,0.123,1.0,17.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,COMET-22-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,299.0,brentq,0.103,1.0,15.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,COMET-QE-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,311.0,brentq,0.146,1.0,3.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,COMETKiwi-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,313.0,brentq,0.108,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,Cross-QE-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,309.0,brentq,0.094,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,HWTSC-TLM-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,310.0,brentq,0.104,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,HWTSC-Teacher-Sim-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,308.0,brentq,0.172,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,KG-BERTScore-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,314.0,brentq,0.15,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MATESE-QE-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,307.0,brentq,0.135,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MATESE-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,301.0,brentq,0.088,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MEE-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,304.0,brentq,0.136,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MEE2-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,304.0,brentq,0.159,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MEE4-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,307.0,brentq,0.148,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MS-COMET-22-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,313.0,brentq,0.077,1.0,1.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,MS-COMET-QE-22-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,309.0,brentq,0.095,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,REUSE-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,308.0,brentq,0.128,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,SEScore-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,301.0,brentq,0.099,1.0,13.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,UniTE-ref-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,286.0,brentq,0.191,1.0,28.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,UniTE-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,286.0,brentq,0.175,1.0,28.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,UniTE-src-src:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,308.0,brentq,0.164,1.0,6.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,YiSi-1-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,303.0,brentq,0.146,1.0,11.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,chrF-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,307.0,brentq,0.151,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,f101spBLEU-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,307.0,brentq,0.155,1.0,7.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,f200spBLEU-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,304.0,brentq,0.157,1.0,10.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,metricx_xl_DA_2019-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,270.0,brentq,0.118,1.0,44.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,metricx_xl_MQM_2020-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,281.0,brentq,0.093,1.0,33.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,metricx_xxl_DA_2019-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,278.0,brentq,0.116,1.0,36.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,2,Online-W,JDExploreAcademy,metricx_xxl_MQM_2020-refA:seg,1315,0.2584790874524715,314.0,brentq,0.033,1.0,286.0,brentq,0.101,1.0,28.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,BERTScore-refA:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,99.0,brentq,0.199,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,BLEU-refA:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,99.0,brentq,0.191,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,BLEURT-20-refA:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,94.0,brentq,0.17,1.0,5.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,COMET-20-refA:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,99.0,brentq,0.142,1.0,0.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,COMET-22-refA:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,95.0,brentq,0.134,1.0,4.0,1000,0.05,0.8
wmt22 en-de,wmt22,en-de,8,Online-W,QUARTZ_TuneReranking,COMET-QE-src:seg,1315,0.5559695817490493,99.0,brentq,0.067,1.0,99.0,brentq,0.2,1.0,0.0,1000,0.05,0.8
