dataset,test_set,language_pair,pair_index,system_a,system_b,metric,annotations_saved,corr_sq,human_threshold_status
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,MS-COMET-QE-22-src:seg,0.0,0.05430543917112923,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,REUSE-src:seg,-2.0,0.013131454935670302,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,SEScore-refA:seg,0.0,0.0720698086996218,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,UniTE-ref-refA:seg,3.0,0.20207939278846127,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,UniTE-refA:seg,3.0,0.20307485220331326,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,UniTE-src-src:seg,2.0,0.1670778424266692,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,YiSi-1-refA:seg,0.0,0.06196464291949976,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,chrF-refA:seg,0.0,0.03835737487605643,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,f101spBLEU-refA:seg,-1.0,0.023493830921602378,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,f200spBLEU-refA:seg,0.0,0.023748043895627725,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,metricx_xl_DA_2019-refA:seg,4.0,0.22449531407181242,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,metricx_xl_MQM_2020-refA:seg,4.0,0.26412961875691066,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,metricx_xxl_DA_2019-refA:seg,4.0,0.22229493785620796,brentq
wmt22 en-de,wmt22,en-de,80,Online-Y,M2M100_1.2B-B4,metricx_xxl_MQM_2020-refA:seg,4.0,0.27713143521769795,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,BERTScore-refA:seg,0.0,0.044759239064757074,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,BLEU-refA:seg,0.0,0.018311302814531548,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,BLEURT-20-refA:seg,2.0,0.1480098040293317,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,COMET-20-refA:seg,2.0,0.11933904146696225,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,COMET-22-refA:seg,3.0,0.17435374584511187,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,COMET-QE-src:seg,1.0,0.10961963733259747,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,COMETKiwi-src:seg,2.0,0.14240234732554577,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,Cross-QE-src:seg,1.0,0.1218360421366656,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,HWTSC-TLM-src:seg,-1.0,0.01542711778444014,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,HWTSC-Teacher-Sim-src:seg,0.0,0.018921497844847594,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,KG-BERTScore-src:seg,-1.0,0.011449224156747815,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MATESE-QE-src:seg,2.0,0.05535372006507629,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MATESE-refA:seg,0.0,0.0755694287840352,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MEE-refA:seg,0.0,0.04515828786448775,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MEE2-refA:seg,0.0,0.05175483531535987,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MEE4-refA:seg,0.0,0.052576406773323266,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MS-COMET-22-refA:seg,1.0,0.07178492604796903,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,MS-COMET-QE-22-src:seg,1.0,0.057698488470729496,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,REUSE-src:seg,-2.0,0.0235227485695635,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,SEScore-refA:seg,0.0,0.06260285306222228,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,UniTE-ref-refA:seg,4.0,0.1798990314903718,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,UniTE-refA:seg,4.0,0.19349914813971214,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,UniTE-src-src:seg,2.0,0.14867057749732127,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,YiSi-1-refA:seg,1.0,0.06723012683290691,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,chrF-refA:seg,0.0,0.05176165553761892,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,f101spBLEU-refA:seg,0.0,0.030443234427105385,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,f200spBLEU-refA:seg,0.0,0.03508476038773046,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,metricx_xl_DA_2019-refA:seg,4.0,0.19105352384303345,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,metricx_xl_MQM_2020-refA:seg,2.0,0.2166420555920303,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,metricx_xxl_DA_2019-refA:seg,4.0,0.19496015780903478,brentq
wmt22 en-de,wmt22,en-de,84,QUARTZ_TuneReranking,M2M100_1.2B-B4,metricx_xxl_MQM_2020-refA:seg,4.0,0.22733315408545773,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,BERTScore-refA:seg,9.0,0.019980273983427745,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,BLEU-refA:seg,5.0,0.007141194022018689,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,BLEURT-20-refA:seg,16.0,0.1098122357587916,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,COMET-20-refA:seg,22.0,0.08762612691965621,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,COMET-22-refA:seg,20.0,0.1546452732197601,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,COMET-QE-src:seg,12.0,0.08608034260555945,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,COMETKiwi-src:seg,20.0,0.1350136627563807,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,Cross-QE-src:seg,19.0,0.101741880172749,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,HWTSC-TLM-src:seg,2.0,0.014983668617134092,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,HWTSC-Teacher-Sim-src:seg,-1.0,0.021378365041206264,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,KG-BERTScore-src:seg,3.0,0.017013296955395538,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MATESE-QE-src:seg,10.0,0.047679750581373234,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MATESE-refA:seg,6.0,0.026297970982863007,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MEE-refA:seg,4.0,0.007509488707160494,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MEE2-refA:seg,9.0,0.016357577163228273,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MEE4-refA:seg,10.0,0.02155533456512818,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MS-COMET-22-refA:seg,9.0,0.06154584548924197,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,MS-COMET-QE-22-src:seg,9.0,0.06271569188722628,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,REUSE-src:seg,3.0,0.005423482789679879,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,SEScore-refA:seg,7.0,0.07276571208583717,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,UniTE-ref-refA:seg,15.0,0.102666540999497,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,UniTE-refA:seg,16.0,0.10170332419647228,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,UniTE-src-src:seg,13.0,0.0816799752914458,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,YiSi-1-refA:seg,10.0,0.02690316804745257,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,chrF-refA:seg,9.0,0.020492616379364566,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,f101spBLEU-refA:seg,5.0,0.011861255900466418,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,f200spBLEU-refA:seg,5.0,0.01315413702564639,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,metricx_xl_DA_2019-refA:seg,25.0,0.1509289557132568,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,metricx_xl_MQM_2020-refA:seg,18.0,0.13699264961581925,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,metricx_xxl_DA_2019-refA:seg,23.0,0.13132883769269607,brentq
wmt22 en-de,wmt22,en-de,83,QUARTZ_TuneReranking,PROMT,metricx_xxl_MQM_2020-refA:seg,26.0,0.16204071573768097,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,BERTScore-refA:seg,4.0,0.07190459417861865,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,BLEU-refA:seg,0.0,0.01980847074731185,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,BLEURT-20-refA:seg,5.0,0.18273938022970815,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,COMET-20-refA:seg,5.0,0.15614031986633756,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,COMET-22-refA:seg,8.0,0.24227542623480505,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,COMET-QE-src:seg,7.0,0.15189271156750683,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,COMETKiwi-src:seg,7.0,0.20361135429202015,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,Cross-QE-src:seg,4.0,0.1457748624030333,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,HWTSC-TLM-src:seg,-2.0,0.031170621844096014,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,HWTSC-Teacher-Sim-src:seg,0.0,0.039484689414908535,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,KG-BERTScore-src:seg,1.0,0.03377193483757913,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MATESE-QE-src:seg,5.0,0.039289428727100534,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MATESE-refA:seg,3.0,0.0750277297760032,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MEE-refA:seg,0.0,0.03873767283365144,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MEE2-refA:seg,0.0,0.04758462635385304,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MEE4-refA:seg,1.0,0.06064159850259667,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MS-COMET-22-refA:seg,10.0,0.1420579103691143,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,MS-COMET-QE-22-src:seg,11.0,0.12495465409578928,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,REUSE-src:seg,-2.0,0.01125964416789026,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,SEScore-refA:seg,7.0,0.12625499807488316,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,UniTE-ref-refA:seg,5.0,0.19121409262483094,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,UniTE-refA:seg,5.0,0.19472451811072303,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,UniTE-src-src:seg,3.0,0.1684752387469693,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,YiSi-1-refA:seg,5.0,0.08148586425461249,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,chrF-refA:seg,0.0,0.04259891076704941,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,f101spBLEU-refA:seg,0.0,0.027185111120876713,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,f200spBLEU-refA:seg,0.0,0.02579941700753868,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,metricx_xl_DA_2019-refA:seg,5.0,0.19174169925000878,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,metricx_xl_MQM_2020-refA:seg,6.0,0.21151195832486783,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,metricx_xxl_DA_2019-refA:seg,6.0,0.18808591557416648,brentq
wmt22 en-de,wmt22,en-de,87,Lan-Bridge,M2M100_1.2B-B4,metricx_xxl_MQM_2020-refA:seg,6.0,0.22122337510142168,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,BERTScore-refA:seg,15.0,0.0797735926053531,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,BLEU-refA:seg,3.0,0.026910591891978978,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,BLEURT-20-refA:seg,32.0,0.12176315691282164,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,COMET-20-refA:seg,45.0,0.13778308176111836,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,COMET-22-refA:seg,56.0,0.16784460996233447,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,COMET-QE-src:seg,29.0,0.07279958841942434,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,COMETKiwi-src:seg,42.0,0.11654348243265036,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,Cross-QE-src:seg,36.0,0.09591163318077563,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,HWTSC-TLM-src:seg,2.0,0.008527146898915232,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,HWTSC-Teacher-Sim-src:seg,20.0,0.041485032200945716,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,KG-BERTScore-src:seg,16.0,0.031155831203121556,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MATESE-QE-src:seg,12.0,0.02759197616456461,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MATESE-refA:seg,15.0,0.047957563621557446,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MEE-refA:seg,12.0,0.04339470851513989,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MEE2-refA:seg,12.0,0.057159811373259574,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MEE4-refA:seg,15.0,0.07549449147951683,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MS-COMET-22-refA:seg,56.0,0.13492155720353513,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,MS-COMET-QE-22-src:seg,39.0,0.09219795148092189,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,REUSE-src:seg,-2.0,0.00943767738157369,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,SEScore-refA:seg,33.0,0.08361396944061823,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,UniTE-ref-refA:seg,74.0,0.188070044841408,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,UniTE-refA:seg,70.0,0.1978364864218104,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,UniTE-src-src:seg,55.0,0.15187532652613256,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,YiSi-1-refA:seg,12.0,0.060337341855054516,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,chrF-refA:seg,8.0,0.04467100359764931,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,f101spBLEU-refA:seg,7.0,0.03666650893047192,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,f200spBLEU-refA:seg,8.0,0.041595976226705786,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,metricx_xl_DA_2019-refA:seg,50.0,0.1369798429274059,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,metricx_xl_MQM_2020-refA:seg,49.0,0.14450800947026696,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,metricx_xxl_DA_2019-refA:seg,34.0,0.1115745432712852,brentq
wmt22 en-de,wmt22,en-de,85,Lan-Bridge,OpenNMT,metricx_xxl_MQM_2020-refA:seg,37.0,0.1124088833704625,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,BERTScore-refA:seg,-1.0,0.016318690904271644,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,BLEU-refA:seg,-2.0,0.005451086420531473,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,BLEURT-20-refA:seg,34.0,0.09097960826329797,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,COMET-20-refA:seg,11.0,0.06790757502815775,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,COMET-22-refA:seg,36.0,0.11155751947884379,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,COMET-QE-src:seg,12.0,0.0212371084826246,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,COMETKiwi-src:seg,36.0,0.08267476581379377,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,Cross-QE-src:seg,8.0,0.0479491398771619,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,HWTSC-TLM-src:seg,0.0,0.00012452394451539585,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,HWTSC-Teacher-Sim-src:seg,0.0,0.009783930091825804,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,KG-BERTScore-src:seg,0.0,0.009795174273401978,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MATESE-QE-src:seg,4.0,0.011205063086885387,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MATESE-refA:seg,0.0,0.017579718692379464,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MEE-refA:seg,-5.0,0.01061673938312011,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MEE2-refA:seg,-2.0,0.023073837508013693,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MEE4-refA:seg,-1.0,0.03352671379006065,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MS-COMET-22-refA:seg,0.0,0.026222843134033145,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,MS-COMET-QE-22-src:seg,0.0,0.02746550798131087,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,REUSE-src:seg,0.0,0.001749445608470718,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,SEScore-refA:seg,-1.0,0.0004979972909527777,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,UniTE-ref-refA:seg,32.0,0.07494927284923449,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,UniTE-refA:seg,22.0,0.07726523719141208,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,UniTE-src-src:seg,17.0,0.05030851415019911,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,YiSi-1-refA:seg,-1.0,0.02184237458996626,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,chrF-refA:seg,0.0,0.021272729401077658,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,f101spBLEU-refA:seg,0.0,0.012050572993649247,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,f200spBLEU-refA:seg,-2.0,0.01447903232795423,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,metricx_xl_DA_2019-refA:seg,50.0,0.14002625138255292,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,metricx_xl_MQM_2020-refA:seg,37.0,0.12080547981396965,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,metricx_xxl_DA_2019-refA:seg,35.0,0.12734289571017698,brentq
wmt22 en-de,wmt22,en-de,82,QUARTZ_TuneReranking,OpenNMT,metricx_xxl_MQM_2020-refA:seg,34.0,0.12198245137016128,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,BERTScore-refA:seg,47.0,0.10961858683727833,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,BLEU-refA:seg,14.0,0.03968196791685622,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,BLEURT-20-refA:seg,38.0,0.17296613322286666,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,COMET-20-refA:seg,49.0,0.1795812772931936,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,COMET-22-refA:seg,49.0,0.21987217381771332,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,COMET-QE-src:seg,49.0,0.17414446424447694,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,COMETKiwi-src:seg,59.0,0.18184428828892052,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,Cross-QE-src:seg,39.0,0.1600331182900028,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,HWTSC-TLM-src:seg,21.0,0.07235547931497929,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,HWTSC-Teacher-Sim-src:seg,34.0,0.08051147743169745,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,KG-BERTScore-src:seg,25.0,0.05711035187694889,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MATESE-QE-src:seg,11.0,0.06469857860502261,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MATESE-refA:seg,23.0,0.08934411824044072,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MEE-refA:seg,16.0,0.039080774344768934,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MEE2-refA:seg,21.0,0.0570064604754435,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MEE4-refA:seg,27.0,0.07859409450636348,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MS-COMET-22-refA:seg,65.0,0.19844522614685875,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,MS-COMET-QE-22-src:seg,63.0,0.17167430933401437,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,REUSE-src:seg,12.0,2.7800375797866297e-05,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,SEScore-refA:seg,46.0,0.20345568352327173,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,UniTE-ref-refA:seg,63.0,0.20600840758509592,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,UniTE-refA:seg,67.0,0.21748581451586765,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,UniTE-src-src:seg,59.0,0.17493239604000235,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,YiSi-1-refA:seg,28.0,0.09738356488840438,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,chrF-refA:seg,20.0,0.05598598670549087,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,f101spBLEU-refA:seg,15.0,0.05072011815105477,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,f200spBLEU-refA:seg,15.0,0.05482385252983394,brentq
wmt22 en-de,wmt22,en-de,86,Lan-Bridge,PROMT,metricx_xl_DA_2019-refA:seg,33.0,0.17584165962396975,brentq
